"SUBJID","SAMPID","SMTS","SMNABTCH","SMNABTCHD","SMGEBTCHT","SMAFRZE","SMCENTER","SMRIN","SMATSSCR"
"GTEX-13FTX","GTEX-13FTX-2226-SM-5J1OP","Blood Vessel","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-13FTY","GTEX-13FTY-0126-SM-5J2NZ","Lung","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13FTY","GTEX-13FTY-0226-SM-5IJBW","Muscle","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13FTY","GTEX-13FTY-0326-SM-5L3DN","Nerve","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13FTY","GTEX-13FTY-0426-SM-5IJC2","Blood Vessel","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13FTY","GTEX-13FTY-0526-SM-5L3EV","Skin","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13FTY","GTEX-13FTY-0626-SM-5L3F8","Adipose Tissue","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13FTY","GTEX-13FTY-0726-SM-5J2OH","Thyroid","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.4,2
"GTEX-13FTY","GTEX-13FTY-2126-SM-5IFFB","Skin","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-13FTY","GTEX-13FTY-2226-SM-5J1ND","Breast","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13FTY","GTEX-13FTY-2826-SM-5J2ML","Pituitary","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13FTZ","GTEX-13FTZ-0126-SM-5K7V3","Blood Vessel","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.5,2
"GTEX-13FTZ","GTEX-13FTZ-0226-SM-5K7X6","Heart","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13FTZ","GTEX-13FTZ-0326-SM-5J1O1","Heart","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.1,2
"GTEX-13FTZ","GTEX-13FTZ-0526-SM-5IJCW","Lung","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.3,2
"GTEX-13FTZ","GTEX-13FTZ-0726-SM-5IFFY","Liver","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.8,2
"GTEX-13FTZ","GTEX-13FTZ-2226-SM-5LZXI","Muscle","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.7,0
"GTEX-13FXS","GTEX-13FXS-0226-SM-5IJCK","Skin","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13FXS","GTEX-13FXS-0326-SM-5K7TV","Muscle","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",8.3,1
"GTEX-13FXS","GTEX-13FXS-0726-SM-5LZXJ","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13FXS","GTEX-13FXS-1026-SM-62LFQ","Heart","BP-49387",2014-02-11,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13FXS","GTEX-13FXS-1126-SM-5IJBB","Blood Vessel","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13FXS","GTEX-13FXS-1326-SM-62LFR","Adipose Tissue","BP-49387",2014-02-11,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13FXS","GTEX-13FXS-2826-SM-5LZYC","Prostate","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.2,2
"GTEX-13FXS","GTEX-13FXS-3026-SM-5LZYO","Brain","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13FXS","GTEX-13FXS-3126-SM-5J2NN","Brain","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13G51","GTEX-13G51-0426-SM-5K7Z5","Lung","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13G51","GTEX-13G51-0526-SM-5IJCQ","Adipose Tissue","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-13G51","GTEX-13G51-0826-SM-5K7VB","Testis","BP-46650",2013-12-05,"TruSeq.v1","EXCLUDE","B1",6.3,1
"GTEX-13G51","GTEX-13G51-0926-SM-5IFFU","Esophagus","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.3,0
"GTEX-13G51","GTEX-13G51-1026-SM-5K7YQ","Esophagus","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13G51","GTEX-13G51-1226-SM-5K7Z3","Thyroid","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13G51","GTEX-13G51-1826-SM-5KLZH","Skin","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13G51","GTEX-13G51-2126-SM-5IJD9","Colon","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13G51","GTEX-13G51-2326-SM-5LZXV","Prostate","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",5.8,2
"GTEX-13G51","GTEX-13G51-2426-SM-5LZY8","Salivary Gland","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13G51","GTEX-13G51-2526-SM-5LZYK","Skin","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13G51","GTEX-13G51-2626-SM-5LZYW","Adipose Tissue","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-13G51","GTEX-13G51-2726-SM-5LZZ9","Muscle","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.1,1
"GTEX-13G51","GTEX-13G51-2826-SM-5LZWV","Nerve","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13G51","GTEX-13G51-2926-SM-5IJDL","Blood Vessel","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13G51","GTEX-13G51-3026-SM-5IJB8","Brain","BP-46943",2013-12-10,"TruSeq.v1","EXCLUDE","B1",5.9,1
"GTEX-13G51","GTEX-13G51-3126-SM-5IJG7","Brain","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13G51","GTEX-13G51-3226-SM-5IFG7","Pituitary","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13IVO","GTEX-13IVO-0126-SM-5J1NG","Skin","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.7,1
"GTEX-13IVO","GTEX-13IVO-0226-SM-5LZXU","Adipose Tissue","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",6.9,1
"GTEX-13IVO","GTEX-13IVO-0426-SM-5LZY7","Nerve","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",6.5,1
"GTEX-13IVO","GTEX-13IVO-0626-SM-5LZYJ","Muscle","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-13IVO","GTEX-13IVO-0726-SM-5LZYV","Skin","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-13IVO","GTEX-13IVO-0926-SM-5KLZP","Thyroid","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.1,2
"GTEX-13IVO","GTEX-13IVO-2426-SM-5K7V9","Adipose Tissue","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.5,1
"GTEX-13IVO","GTEX-13IVO-2926-SM-5L3CZ","Brain","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.1,2
"GTEX-13IVO","GTEX-13IVO-3026-SM-5J2M2","Pituitary","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",7,2
"GTEX-13JUV","GTEX-13JUV-0226-SM-5IJCC","Heart","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13JUV","GTEX-13JUV-0526-SM-5K7XE","Lung","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13JUV","GTEX-13JUV-0626-SM-5J1MQ","Adipose Tissue","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.2,0
"GTEX-13JUV","GTEX-13JUV-2026-SM-5K7UA","Skin","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.7,0
"GTEX-13JUV","GTEX-13JUV-2326-SM-5IJCE","Muscle","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13JUV","GTEX-13JUV-2426-SM-5J1NS","Blood Vessel","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13JUV","GTEX-13JUV-2526-SM-5J1OD","Nerve","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.9,0
"GTEX-13JUV","GTEX-13JUV-2626-SM-5N9EB","Pituitary","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13JUV","GTEX-13JUV-2726-SM-5LZZ8","Skin","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-13JUV","GTEX-13JUV-2826-SM-5LZWU","Adipose Tissue","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13JUV","GTEX-13JUV-2926-SM-5LZX7","Brain","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",5.8,0
"GTEX-13JUV","GTEX-13JUV-3026-SM-5K7WX","Brain","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13JVG","GTEX-13JVG-0126-SM-5L3D3","Muscle","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.3,1
"GTEX-13JVG","GTEX-13JVG-0226-SM-5J1MW","Adipose Tissue","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",5.8,0
"GTEX-13JVG","GTEX-13JVG-0426-SM-5MR59","Blood Vessel","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13JVG","GTEX-13JVG-0526-SM-5IJBN","Nerve","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",5.9,0
"GTEX-13JVG","GTEX-13JVG-0726-SM-5KM16","Skin","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13JVG","GTEX-13JVG-0926-SM-5IJE1","Thyroid","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13JVG","GTEX-13JVG-1126-SM-5KM2M","Heart","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.9,0
"GTEX-13JVG","GTEX-13JVG-1326-SM-5N9F8","Heart","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.7,0
"GTEX-13JVG","GTEX-13JVG-1426-SM-5MR4W","Lung","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-13JVG","GTEX-13JVG-2026-SM-5KM1N","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","EXCLUDE","B1",6.3,1
"GTEX-13JVG","GTEX-13JVG-2926-SM-5J2N9","Salivary Gland","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.9,0
"GTEX-13JVG","GTEX-13JVG-3026-SM-5IJEV","Pituitary","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13JVG","GTEX-13JVG-3126-SM-5L3FH","Brain","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6,0
"GTEX-13JVG","GTEX-13JVG-3226-SM-5IJGJ","Brain","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13N11","GTEX-13N11-0126-SM-5KM2Z","Spleen","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.9,0
"GTEX-13N11","GTEX-13N11-0226-SM-5KM3C","Pancreas","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13N11","GTEX-13N11-0326-SM-5LUA3","Lung","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",5.7,0
"GTEX-13N11","GTEX-13N11-0426-SM-5KM3O","Heart","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-13N11","GTEX-13N11-0526-SM-5IJFI","Ovary","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-13N11","GTEX-13N11-0626-SM-5J1OL","Blood Vessel","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-13N11","GTEX-13N11-0726-SM-5L3DP","Heart","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.4,0
"GTEX-13N11","GTEX-13N11-0826-SM-5IJFP","Adrenal Gland","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.9,0
"GTEX-13N11","GTEX-13N11-0926-SM-5IJG2","Liver","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.8,0
"GTEX-13N11","GTEX-13N11-1026-SM-5K7XQ","Thyroid","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13N11","GTEX-13N11-1126-SM-5KM41","Uterus","BP-47141",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-13N11","GTEX-13N11-1226-SM-5KM4D","Esophagus","BP-47141",2013-12-13,"TruSeq.v1","EXCLUDE","B1",6.8,0
"GTEX-13N11","GTEX-13N11-1526-SM-5L3FL","Vagina","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.4,0
"GTEX-13N11","GTEX-13N11-1726-SM-5J1OJ","Breast","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.6,0
"GTEX-13N11","GTEX-13N11-1826-SM-5IJDS","Adipose Tissue","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.8,0
"GTEX-13N11","GTEX-13N11-2326-SM-5IJBF","Skin","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-13N11","GTEX-13N11-2526-SM-5K7UE","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13N11","GTEX-13N11-2626-SM-5K7UQ","Adipose Tissue","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13N11","GTEX-13N11-2726-SM-5L3ER","Muscle","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",8.2,0
"GTEX-13N11","GTEX-13N11-2826-SM-5KM4Z","Nerve","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13N11","GTEX-13N11-2926-SM-5K7VD","Blood Vessel","BP-47125",2013-12-13,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-13N1W","GTEX-13N1W-0126-SM-5K7VT","Skin","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",7.4,1
"GTEX-13N1W","GTEX-13N1W-0226-SM-5K7W6","Adipose Tissue","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",5.8,1
"GTEX-13N1W","GTEX-13N1W-0326-SM-5IJDJ","Blood Vessel","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",7.2,1
"GTEX-13N1W","GTEX-13N1W-0426-SM-5MR46","Nerve","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.5,1
"GTEX-13N1W","GTEX-13N1W-0526-SM-5MR4I","Muscle","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",8,1
"GTEX-13N1W","GTEX-13N1W-0626-SM-5MR4U","Breast","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-13N1W","GTEX-13N1W-0726-SM-5MR57","Lung","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.8,1
"GTEX-13N1W","GTEX-13N1W-0826-SM-5MR5J","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",6.9,2
"GTEX-13N1W","GTEX-13N1W-0926-SM-5MR36","Heart","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-13N1W","GTEX-13N1W-1026-SM-5IJC5","Heart","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.2,1
"GTEX-13N1W","GTEX-13N1W-1226-SM-5K7UM","Adipose Tissue","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.3,1
"GTEX-13N1W","GTEX-13N1W-1926-SM-5IJCH","Esophagus","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",7.4,1
"GTEX-13N1W","GTEX-13N1W-2026-SM-5K7YU","Stomach","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",5.8,2
"GTEX-13N1W","GTEX-13N1W-2426-SM-5IJD1","Skin","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.9,1
"GTEX-13N1W","GTEX-13N1W-2626-SM-5IJEP","Testis","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6,1
"GTEX-13N1W","GTEX-13N1W-3126-SM-5IFHB","Pituitary","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-13N2G","GTEX-13N2G-0126-SM-5N9DV","Testis","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13N2G","GTEX-13N2G-0226-SM-5K7VF","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-13N2G","GTEX-13N2G-0526-SM-5MR5L","Blood Vessel","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13N2G","GTEX-13N2G-0726-SM-5MR38","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-13N2G","GTEX-13N2G-0826-SM-5IJE6","Lung","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-13N2G","GTEX-13N2G-0926-SM-5IFGJ","Liver","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13N2G","GTEX-13N2G-1226-SM-5IJCI","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","EXCLUDE","B1",6,1
"GTEX-13N2G","GTEX-13N2G-1826-SM-5KM1I","Prostate","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13N2G","GTEX-13N2G-1926-SM-5J1O3","Adipose Tissue","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13N2G","GTEX-13N2G-2226-SM-5IJCU","Colon","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13N2G","GTEX-13N2G-2326-SM-5J1ON","Muscle","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-13N2G","GTEX-13N2G-2626-SM-5J1OT","Skin","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13N2G","GTEX-13N2G-2726-SM-5J1MG","Adipose Tissue","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-13N2G","GTEX-13N2G-2926-SM-5IJEE","Pituitary","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13N2G","GTEX-13N2G-3126-SM-5IJGL","Brain","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13NYB","GTEX-13NYB-0126-SM-5J1MD","Skin","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-13NYB","GTEX-13NYB-0226-SM-5N9G4","Heart","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13NYB","GTEX-13NYB-0326-SM-5IJDP","Heart","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13NYB","GTEX-13NYB-0426-SM-5IJDD","Blood Vessel","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13NYB","GTEX-13NYB-0626-SM-5MR47","Lung","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-13NYB","GTEX-13NYB-0726-SM-5MR4J","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.8,2
"GTEX-13NYB","GTEX-13NYB-0826-SM-5MR4V","Esophagus","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-13NYB","GTEX-13NYB-0926-SM-5IFFA","Esophagus","BP-46734",2013-12-06,"TruSeq.v1","EXCLUDE","B1",8,1
"GTEX-13NYB","GTEX-13NYB-1026-SM-5IFH3","Liver","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13NYB","GTEX-13NYB-1326-SM-5K7Y1","Esophagus","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-13NYB","GTEX-13NYB-1726-SM-5N9G2","Kidney","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",5.7,2
"GTEX-13NYB","GTEX-13NYB-1826-SM-5J1N3","Small Intestine","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",5.8,3
"GTEX-13NYB","GTEX-13NYB-2226-SM-5MR58","Testis","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.4,3
"GTEX-13NYB","GTEX-13NYB-2426-SM-5IFF4","Salivary Gland","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-13NYB","GTEX-13NYB-2526-SM-5K7Z6","Skin","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.1,0
"GTEX-13NYB","GTEX-13NYB-2726-SM-5J2MT","Muscle","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.8,0
"GTEX-13NYB","GTEX-13NYB-2926-SM-5K7VH","Blood Vessel","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7,0
"GTEX-13NYB","GTEX-13NYB-3026-SM-5IJD7","Brain","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13NYB","GTEX-13NYB-3226-SM-5J2ND","Brain","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13NYC","GTEX-13NYC-0126-SM-5L3F4","Skin","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-13NYC","GTEX-13NYC-0326-SM-5K7WP","Skin","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-13NYC","GTEX-13NYC-0626-SM-5K7U8","Nerve","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-13NYC","GTEX-13NYC-0726-SM-5J2NQ","Muscle","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-13NYC","GTEX-13NYC-0826-SM-5N9FP","Blood Vessel","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-13NYC","GTEX-13NYC-2426-SM-5MR3K","Thyroid","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.4,2
"GTEX-13NYC","GTEX-13NYC-2626-SM-5K7VN","Salivary Gland","BP-46650",2013-12-05,"TruSeq.v1","EXCLUDE","B1",6.1,1
"GTEX-13NYC","GTEX-13NYC-2826-SM-5K7WR","Brain","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","B1",7.1,2
"GTEX-13NYS","GTEX-13NYS-0126-SM-5MR3W","Skin","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13NYS","GTEX-13NYS-0226-SM-5MR49","Adipose Tissue","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.6,0
"GTEX-13NYS","GTEX-13NYS-0326-SM-5MR4L","Muscle","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.3,1
"GTEX-13NYS","GTEX-13NYS-0426-SM-5MR4X","Nerve","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-13NYS","GTEX-13NYS-0526-SM-5J1OF","Blood Vessel","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-13NYS","GTEX-13NYS-0626-SM-5L3F1","Skin","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-13NYS","GTEX-13NYS-0726-SM-5J1OR","Adipose Tissue","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-13NYS","GTEX-13NYS-1026-SM-5KLZT","Prostate","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","B1",6.1,2
"GTEX-13NYS","GTEX-13NYS-1626-SM-5J2MU","Lung","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.9,2
"GTEX-13NYS","GTEX-13NYS-1926-SM-5IJCB","Heart","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-13NYS","GTEX-13NYS-2926-SM-5IFGH","Pituitary","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6,2
"GTEX-13NYS","GTEX-13NYS-3126-SM-5KLYV","Brain","BP-46999",2013-12-11,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-13NZ8","GTEX-13NZ8-0126-SM-5IJCT","Breast","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.7,1
"GTEX-13NZ8","GTEX-13NZ8-0226-SM-5J2OK","Thyroid","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-13NZ8","GTEX-13NZ8-0326-SM-5L3DF","Lung","BP-46978",2013-12-11,"TruSeq.v1","RNASEQ","C1",6,1
"GTEX-13NZ8","GTEX-13NZ8-0826-SM-5MR3I","Skin","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.3,1
"GTEX-13NZ8","GTEX-13NZ8-0926-SM-5MR3U","Adipose Tissue","BP-46529",2013-12-04,"TruSeq.v1","RNASEQ","C1",6,0
"GTEX-13NZ8","GTEX-13NZ8-1226-SM-5KM4A","Skin","BP-46650",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-13NZ8","GTEX-13NZ8-1626-SM-5IJBC","Blood Vessel","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-13NZ8","GTEX-13NZ8-2126-SM-5L3EO","Muscle","BP-46734",2013-12-06,"TruSeq.v1","RNASEQ","C1",6.4,0
"GTEX-13NZ8","GTEX-13NZ8-3026-SM-5L3D4","Brain","BP-46925",2013-12-10,"TruSeq.v1","EXCLUDE","C1",6,1
"GTEX-13NZ9","GTEX-13NZ9-0126-SM-5K7XV","Heart","BP-47051",2013-12-12,"TruSeq.v1","RNASEQ","C1",8.4,1
