License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
May 07 2020,276593,Zeus,Cat,LaPerm,,98102
May 07 2020,S115202,Max,Cat,Domestic Shorthair,,98136
May 07 2020,S115203,Momo,Cat,Domestic Shorthair,,98136
May 07 2020,273852,Elvina,Cat,Domestic Shorthair,,98133
May 07 2020,S123218,Glen,Cat,Domestic Longhair,,98122
May 07 2020,S148974,Calliope,Cat,Domestic Shorthair,Mix,98115
May 07 2020,S148975,Freya,Cat,Domestic Shorthair,Mix,98115
May 07 2020,S131027,Tuukka,Cat,Ragdoll,,98115
May 07 2020,S141215,Dottie,Cat,Domestic Longhair,,98177
May 07 2020,282473,Lucy,Cat,Domestic Shorthair,,98122
May 07 2020,8017707,Alice,Cat,Domestic Shorthair,Domestic Shorthair,98133
May 07 2020,133967,Lily Bell,Cat,Persian,Mix,98122
May 07 2020,208792,Lulu,Cat,Domestic Shorthair,,98115
May 07 2020,18615,Camille,Cat,Siamese,Mix,98118
May 07 2020,129434,Simone,Cat,Domestic Shorthair,Mix,98118
May 07 2020,353445,Bea,Cat,Domestic Shorthair,Domestic Shorthair,98144
May 07 2020,S154725,Dipper,Cat,Domestic Shorthair,Mix,98107
May 07 2020,S114903,Russell,Cat,Domestic Shorthair,,98108
May 07 2020,S114904,Jax,Cat,Domestic Shorthair,,98108
May 07 2020,8017720,Petra,Cat,Siamese,Mix,98103
May 07 2020,8017723,Bella,Cat,Domestic Shorthair,Mix,98121
May 07 2020,8017724,Jack,Cat,Domestic Longhair,Mix,98121
May 08 2020,8017734,Namu,Cat,Domestic Shorthair,Mix,98107
May 08 2020,8017735,Cheeto,Cat,Domestic Shorthair,Mix,98107
May 08 2020,S106734,Petunia,Cat,Bombay,,98116
May 08 2020,8017741,Mochi,Cat,Domestic Medium Hair,Mix,98116
May 08 2020,S115681,Lilith Lightning,Cat,Siamese,Russian Blue,98107
May 08 2020,284618,Snuffles,Cat,Domestic Medium Hair,,98107
May 08 2020,273723,Grace,Cat,Domestic Shorthair,,98117
May 08 2020,S154129,Alice,Cat,American Shorthair,Mix,98103
May 08 2020,S154130,Marjo,Cat,Siamese,Mix,98102
May 08 2020,277293,Koda,Cat,Domestic Shorthair,,98107
May 09 2020,S154131,Silvia,Cat,Domestic Shorthair,Mix,98133
May 09 2020,S154134,Hampton,Cat,Domestic Shorthair,Mix,98119
May 09 2020,273611,Ella,Cat,Domestic Shorthair,Mix,98112
May 09 2020,284509,Mickey,Cat,Domestic Medium Hair,Mix,98112
May 09 2020,284557,Sgt Tibbs,Cat,Domestic Shorthair,Mix,98112
May 09 2020,284515,Wonderlilly,Cat,Domestic Shorthair,Mix,98112
May 09 2020,284546,Zam Zam,Cat,Domestic Shorthair,Mix,98112
May 09 2020,S131314,Bisquit,Cat,American Shorthair,,98125
May 09 2020,272796,Jessie,Cat,Scottish Fold,,98125
May 09 2020,S131315,Winston,Cat,American Shorthair,,98125
May 09 2020,8017775,Sophie,Cat,Domestic Shorthair,Mix,98122
May 09 2020,8017776,Calcifer,Cat,Domestic Shorthair,Mix,98122
May 09 2020,272976,Midnight,Cat,Domestic Shorthair,,98103
May 10 2020,203934,Maxine,Cat,Domestic Shorthair,,98133
May 10 2020,S143481,Java,Cat,Domestic Shorthair,Mix,98126
May 10 2020,8017784,Munchkin,Cat,Domestic Longhair,Mix,98105
May 10 2020,284544,Abby,Cat,American Shorthair,,98103
May 10 2020,273444,Tiger Lily,Cat,Domestic Shorthair,,98115
May 10 2020,273445,Lovey,Cat,Domestic Medium Hair,,98115
May 10 2020,S141987,Parker,Cat,Domestic Shorthair,Mix,98117
May 11 2020,S115842,Kona,Cat,Mix,,98107
May 11 2020,273064,Minka,Cat,Manx,,98112
May 11 2020,273063,Henry,Cat,Domestic Shorthair,,98112
May 11 2020,273618,Boo,Cat,Domestic Shorthair,,98119
May 11 2020,8017800,Winnifred,Cat,Maine Coon,Norwegian Forest,98103
May 11 2020,8017803,Marlowe,Cat,American Shorthair,Mix,98118
May 11 2020,8017814,Rogue,Cat,American Shorthair,,98146
May 11 2020,273231,Valentine,Cat,Maine Coon,,98115
May 11 2020,8017816,Mira,Cat,Domestic Shorthair,Mix,98101
May 11 2020,8017826,Callie,Cat,Domestic Medium Hair,Mix,98116
May 11 2020,S112603,Dalton,Cat,Domestic Shorthair,Mix,98102
May 11 2020,284616,Cleo,Cat,Domestic Longhair,,98122
May 11 2020,360350,Doc,Cat,Domestic Shorthair,,98115
May 12 2020,S143874,Kitty,Cat,Domestic Longhair,Mix,98107
May 12 2020,S143875,Goku,Cat,Domestic Shorthair,Mix,98107
May 12 2020,S143873,Kitiara,Cat,Domestic Shorthair,Mix,98107
May 12 2020,S112620,Sparta,Cat,Domestic Shorthair,Mix,98109
May 12 2020,8017834,Berkeley,Cat,Domestic Shorthair,,98115
May 12 2020,S143831,Gulliver,Cat,Russian Blue,Exotic Longhair,98103
May 12 2020,272874,Sirus Grey,Cat,Domestic Shorthair,,98199
May 12 2020,273085,Elehu,Cat,Siamese,Mix,98117
May 12 2020,S112633,Douglas,Cat,Domestic Shorthair,Mix,98103
May 12 2020,S143467,Tessa,Cat,Domestic Medium Hair,Mix,98119
May 12 2020,S148418,Francis Margaret,Cat,Domestic Longhair,,98107
May 12 2020,284585,Olive,Cat,Domestic Shorthair,,98109
May 12 2020,282396,Willow,Cat,Domestic Shorthair,,98133
May 12 2020,273607,Dexter,Cat,Siamese,,98117
May 12 2020,S116033,Kassie,Cat,Domestic Shorthair,,98133
May 12 2020,275611,Cassady,Cat,Domestic Shorthair,,98105
May 12 2020,277073,Purr,Cat,Domestic Shorthair,Mix,98112
May 12 2020,S143701,Jasmine,Cat,Domestic Shorthair,,98125
May 12 2020,S144202,Ray,Cat,Domestic Shorthair,,98125
May 12 2020,S144203,Solo,Cat,Domestic Shorthair,,98125
May 13 2020,S152067,Marvina,Cat,Domestic Longhair,Mix,98122
May 13 2020,270297,Prada,Cat,Domestic Shorthair,,98125
May 13 2020,8017875,Gary,Cat,American Shorthair,Mix,98122
May 13 2020,208443,Mitzi,Cat,Domestic Longhair,,98106
May 13 2020,S115755,Quincy,Cat,American Shorthair,,98118
May 14 2020,S104488,Princess Diana,Cat,Domestic Shorthair,Mix,98115
May 14 2020,8017883,Charlie,Cat,Domestic Shorthair,,98133
May 14 2020,345784,Freddie,Cat,Domestic Longhair,,98116
May 14 2020,277236,Gabby,Cat,Domestic Medium Hair,,98116
May 14 2020,S141980,Willow,Cat,Domestic Shorthair,Mix,98102
May 14 2020,210773,JR,Cat,Domestic Shorthair,,98125
May 14 2020,S143765,Marie,Cat,Domestic Shorthair,,98122
May 14 2020,S154726,Frankie,Cat,Domestic Medium Hair,Mix,98122
May 14 2020,203480,Rocket,Cat,Domestic Shorthair,,98144
May 14 2020,284589,Milo,Cat,Domestic Shorthair,,98199
May 14 2020,S142448,Blixa,Cat,Siamese,Mix,98117
May 14 2020,273853,Monster,Cat,Domestic Shorthair,,98118
May 14 2020,273616,Miss Kitty,Cat,Domestic Shorthair,,98125
May 15 2020,8017907,Clyde,Cat,American Shorthair,Mix,98103
May 15 2020,272985,Tang,Cat,Domestic Shorthair,,98115
May 15 2020,S154135,Shasta,Cat,Domestic Longhair,Mix,98104
May 15 2020,8017918,Jasper,Cat,Domestic Shorthair,Mix,98144
May 15 2020,8017919,Derby,Cat,Siamese,,98144
May 15 2020,8017922,Mari,Cat,Domestic Shorthair,Mix,98109
May 15 2020,8017925,Rusty,Cat,Domestic Shorthair,Mix,98103
May 16 2020,208487,Oscar,Cat,Domestic Shorthair,Mix,98103
May 16 2020,S145190,Chauncy,Cat,Domestic Shorthair,,98116
May 16 2020,273778,Leo,Cat,Domestic Shorthair,,98118
May 16 2020,271604,Barnacle,Cat,Domestic Longhair,,98103
May 16 2020,8017941,Kim Sea,Cat,Domestic Shorthair,Ocicat,98112
May 16 2020,8017956,Ketchup,Cat,Domestic Medium Hair,Mix,98103
May 17 2020,284717,Gracie,Cat,Domestic Medium Hair,,98116
May 17 2020,8017962,Macey,Cat,American Shorthair,American Shorthair,98101
May 17 2020,S144347,Jimmy,Cat,Maine Coon,,98106
May 17 2020,S144346,Henry,Cat,Domestic Medium Hair,,98106
May 17 2020,S144345,Chopper,Cat,Domestic Medium Hair,,98106
May 17 2020,8017965,Sweetie,Cat,Manx,Mix,98119
May 17 2020,8017972,Guts,Cat,Domestic Shorthair,Mix,98107
May 17 2020,8017980,Bucky,Cat,Domestic Shorthair,Mix,98103
May 17 2020,8017982,Boson,Cat,American Shorthair,Bombay,98117
May 17 2020,8017983,Quark,Cat,American Shorthair,Turkish Van,98117
May 17 2020,8017988,Nimbly,Cat,American Shorthair,Mix,98133
May 18 2020,217739,Luna,Cat,Domestic Longhair,,98112
May 18 2020,273046,Patsy,Cat,Domestic Longhair,Maine Coon,98146
May 18 2020,S104908,Thea,Cat,Domestic Shorthair,,98104
May 18 2020,204483,Stella,Cat,Domestic Shorthair,,98107
May 18 2020,S143484,Douglas Purr,Cat,Domestic Shorthair,Mix,98109
May 18 2020,S113955,Eva,Cat,Domestic Medium Hair,,98144
May 18 2020,S114670,Mau,Cat,American Shorthair,Mix,98144
May 18 2020,217551,Tofu,Cat,Domestic Shorthair,,98144
May 18 2020,208061,Leto,Cat,Domestic Shorthair,,98107
May 18 2020,208097,Noree,Cat,Domestic Shorthair,,98107
May 18 2020,208076,Akimbo,Cat,Domestic Shorthair,,98106
May 18 2020,208092,Ginger,Cat,Domestic Longhair,,98106
May 19 2020,284540,Cecila,Cat,Siamese,American Shorthair,98199
May 19 2020,284555,Frankie,Cat,Bombay,,98199
May 19 2020,8015649,Bradley,Cat,Siamese,,98101
May 19 2020,8010864,Soup,Cat,Siamese,Mix,98115
May 19 2020,282940,Lucy,Cat,Domestic Shorthair,,98105
May 19 2020,282939,Desi,Cat,Domestic Shorthair,,98105
May 19 2020,S134495,Barry,Cat,Domestic Longhair,Mix,98102
May 19 2020,S144273,Jet,Cat,American Shorthair,,98115
May 19 2020,277037,Lucy,Cat,Domestic Shorthair,,98115
May 19 2020,S114590,Dusty,Cat,Domestic Shorthair,,98117
May 19 2020,S113982,Hidey,Cat,Domestic Medium Hair,Mix,98121
May 19 2020,S104844,Sheba,Cat,Domestic Shorthair,,98144
May 19 2020,S113192,Zena,Cat,Domestic Shorthair,,98122
May 19 2020,272983,Dexter,Cat,Domestic Shorthair,,98199
May 19 2020,S143160,Odesza,Cat,American Shorthair,,98103
May 19 2020,204728,Dutch,Cat,Domestic Shorthair,,98125
May 19 2020,204729,Frytz,Cat,Domestic Medium Hair,,98125
May 19 2020,8018003,Ketzalha,Cat,American Shorthair,Mix,98105
May 20 2020,8018006,Cosmo,Cat,Maine Coon,,98117
May 20 2020,204947,Mattawa,Cat,Domestic Longhair,Norwegian Forest,98116
May 20 2020,217554,Archie,Cat,Persian,Domestic Medium Hair,98105
May 20 2020,208681,Chackowitz,Cat,Domestic Shorthair,,98103
May 20 2020,208680,Two,Cat,Domestic Shorthair,,98103
May 20 2020,22214,Pishou,Cat,Domestic Shorthair,,98107
May 20 2020,S152072,Gus,Cat,Domestic Medium Hair,Mix,98126
May 20 2020,S109447,Zac,Cat,Domestic Shorthair,Mix,98121
May 20 2020,S115121,Scooby,Cat,Domestic Medium Hair,,98133
May 21 2020,8018065,Wally,Cat,Domestic Shorthair,Mix,98144
May 21 2020,S148997,Matt the Cat,Cat,Bombay,Mix,98103
May 21 2020,8018074,Toast,Cat,Domestic Shorthair,,98107
May 21 2020,S143027,Kitty,Cat,Domestic Shorthair,Mix,98119
May 21 2020,217519,Lily,Cat,Persian,Domestic Medium Hair,98105
May 21 2020,S114472,Finn,Cat,Domestic Shorthair,Mix,98103
May 21 2020,S144102,Bertie,Cat,Domestic Shorthair,,98103
May 21 2020,8018086,Na,Cat,American Shorthair,Mix,98121
May 21 2020,8018100,Yappalli,Cat,American Shorthair,Mix,98117
May 21 2020,8018101,Artemis,Cat,Domestic Shorthair,Mix,98105
May 21 2020,S148991,Scylla,Cat,Domestic Shorthair,,98102
May 21 2020,S112616,Dashi,Cat,Domestic Shorthair,Mix,98109
May 22 2020,8018121,King Kat,Cat,Domestic Shorthair,Mix,98115
May 22 2020,8018128,Marti,Cat,Domestic Shorthair,Mix,98109
May 22 2020,S114918,Kit,Cat,American Shorthair,,98177
May 22 2020,S114919,Mo,Cat,American Shorthair,,98177
May 22 2020,S142461,Hildibrand,Cat,Domestic Shorthair,Mix,98109
May 22 2020,8018138,Diana,Cat,Maine Coon,Mix,98107
May 22 2020,216330,Teddy,Goat,Miniature,,98118
May 22 2020,199239,Whiskers,Cat,Domestic Medium Hair,,98115
May 22 2020,268942,Harriet,Cat,Domestic Shorthair,,98117
May 22 2020,S140876,Artemis,Cat,Domestic Shorthair,Mix,98103
May 22 2020,282494,Mackeral,Cat,Domestic Longhair,,98115
May 22 2020,S154145,Mack,Cat,Domestic Shorthair,Mix,98133
May 22 2020,S154146,Soper,Cat,Domestic Shorthair,Mix,98121
May 22 2020,8018158,Luna,Cat,Bombay,Domestic Shorthair,98107
May 22 2020,8018159,Chewy,Cat,Maine Coon,Mix,98133
May 23 2020,215513,Alyeska,Cat,American Shorthair,,98118
May 23 2020,8018169,Pepe,Cat,Maine Coon,Mix,98115
May 23 2020,272201,Lulu,Cat,Domestic Shorthair,,98199
May 23 2020,272202,Sasha,Cat,Domestic Shorthair,,98199
May 23 2020,S154147,St Clair,Cat,Domestic Medium Hair,Mix,98107
May 23 2020,8018172,Sol,Cat,Domestic Shorthair,Mix,98117
May 23 2020,215559,Estelle,Cat,Domestic Medium Hair,,98164
May 23 2020,S102363,Bacon,Cat,Domestic Medium Hair,Mix,98122
May 23 2020,S104477,Riley,Cat,Domestic Shorthair,Mix,98125
May 23 2020,S154148,Jenny,Cat,Domestic Shorthair,Mix,98102
May 23 2020,8018185,Vladimir,Cat,Domestic Longhair,Mix,98102
May 24 2020,282482,MuShu,Cat,Domestic Longhair,,98115
May 24 2020,214902,Gizmo,Cat,Domestic Shorthair,Mix,98115
May 24 2020,S116779,Stripe,Cat,Domestic Medium Hair,Mix,98119
May 24 2020,S149431,Wonder,Cat,Domestic Shorthair,Mix,98109
May 24 2020,S142869,Mickey,Cat,Domestic Longhair,,98126
May 24 2020,S149432,Jackson,Cat,Domestic Shorthair,Mix,98178
May 25 2020,284614,Elsa,Cat,Domestic Medium Hair,,98144
May 25 2020,S114717,Ringa,Cat,Domestic Shorthair,,98103
May 25 2020,215595,Clementine,Cat,Domestic Shorthair,,98125
May 25 2020,8018237,Miko,Cat,Domestic Shorthair,Mix,98117
May 25 2020,284648,Harry,Cat,American Shorthair,,98109
May 25 2020,284643,Ron,Cat,American Shorthair,,98109
May 26 2020,S141985,Jenga,Cat,Domestic Shorthair,Mix,98144
May 26 2020,S129444,Orion,Cat,Domestic Longhair,,98107
May 26 2020,8018251,Max,Cat,Domestic Shorthair,Mix,98107
May 26 2020,S143939,Gem,Cat,Domestic Shorthair,Mix,98117
May 26 2020,S141783,Vincent,Cat,Domestic Shorthair,Mix,98116
May 26 2020,8018258,Buddy,Cat,Domestic Medium Hair,Mix,98103
May 26 2020,S144023,Misha,Cat,Domestic Shorthair,Mix,98146
May 26 2020,208448,Naf-Naf,Cat,Domestic Medium Hair,,98115
May 26 2020,8018266,Bebe,Cat,Domestic Longhair,,98107
May 26 2020,8018268,Thomas,Cat,American Shorthair,Mix,98107
May 26 2020,8018270,Tobin,Cat,American Shorthair,Mix,98116
May 27 2020,268282,Ebony,Cat,Domestic Shorthair,,98117
May 27 2020,S114562,Jasper,Cat,Domestic Medium Hair,Mix,98117
May 27 2020,8018280,Christa,Cat,American Shorthair,Mix,98117
May 27 2020,8018282,Linda,Cat,American Shorthair,Mix,98117
May 27 2020,S114710,Emma,Cat,Domestic Shorthair,Mix,98116
May 27 2020,215381,Poppy,Cat,Domestic Shorthair,Mix,98116
May 27 2020,S152077,Thistle,Cat,Domestic Medium Hair,Mix,98126
May 27 2020,S152078,Cecelia,Cat,Domestic Shorthair,Mix,98105
May 27 2020,S142884,Bruno,Cat,American Shorthair,,98103
May 28 2020,8018316,Peter Kirk Fletcher,Cat,Manx,Mix,98102
May 28 2020,S144324,Kittiboon,Cat,Siamese,,98122
May 28 2020,203219,Cleo,Cat,Domestic Shorthair,,98115
May 28 2020,277288,KittyKitty,Cat,LaPerm,,98112
May 28 2020,8018326,Tora,Cat,American Shorthair,Mix,98115
May 28 2020,8018327,Zelda,Cat,American Shorthair,Mix,98115
May 28 2020,8018328,Kane,Cat,American Shorthair,Mix,98115
May 28 2020,S115021,Snowball II,Cat,American Shorthair,,98117
May 28 2020,S114657,Timpy,Cat,Domestic Medium Hair,,98146
May 29 2020,S116084,Cloe,Cat,Domestic Shorthair,Mix,98117
May 29 2020,S116085,Maggie,Cat,Domestic Shorthair,Mix,98117
May 29 2020,8018352,Agatha Christie,Cat,Domestic Shorthair,Mix,98112
May 29 2020,272147,Henry,Cat,Domestic Medium Hair,,98103
May 29 2020,273499,Isis,Cat,Himalayan,,98122
May 29 2020,S154150,Polly,Cat,Domestic Shorthair,Mix,98109
May 29 2020,8018365,Salem Adams,Cat,RagaMuffin,Domestic Medium Hair,98119
May 29 2020,198936,Fancy,Cat,Balinese,,98126
May 29 2020,8018366,Florentz,Cat,Domestic Shorthair,Mix,98105
May 29 2020,8018371,Nova Singson,Cat,American Shorthair,American Shorthair,98102
May 30 2020,277171,Cheddar,Cat,Domestic Shorthair,,98136
May 30 2020,284777,Kitty,Cat,Domestic Shorthair,,98121
May 31 2020,273625,Boudiccea,Cat,Siamese,,98122
May 31 2020,208480,Jimi,Cat,Domestic Shorthair,,98136
May 31 2020,8018409,Donna,Cat,Domestic Longhair,Mix,98107
May 31 2020,S115848,Kea,Cat,Domestic Shorthair,,98118
May 31 2020,S134548,Chilly,Cat,Domestic Shorthair,Mix,98103
May 31 2020,8018411,Baby Bear,Cat,Domestic Shorthair,Mix,98103
May 31 2020,8018417,Dulce,Cat,Domestic Shorthair,Mix,98118
May 31 2020,8018418,Picante,Cat,Domestic Shorthair,Mix,98118
May 31 2020,S142336,Sugar,Cat,Domestic Medium Hair,,98121
May 31 2020,S142335,Spice,Cat,Domestic Medium Hair,,98121
May 31 2020,8018420,Ron,Cat,British Shorthair,,98144
June 01 2020,204709,Mouse,Cat,Siamese,,98121
June 01 2020,8018438,Shelby,Cat,Domestic Medium Hair,Domestic Medium Hair,98108
June 01 2020,272662,Roosevelt,Cat,Domestic Shorthair,,98117
June 01 2020,S144722,Sami,Cat,American Shorthair,Mix,98133
June 01 2020,8018445,Paloma,Cat,Domestic Shorthair,Mix,98103
June 01 2020,8018446,Pedro,Cat,Domestic Shorthair,Mix,98103
June 01 2020,8018450,Evie,Cat,Domestic Shorthair,Mix,98115
June 01 2020,8018451,Luna,Cat,American Shorthair,,98102
June 01 2020,S104463,Bailey,Cat,Maine Coon,Mix,98122
June 01 2020,S104478,Isabella (Izzy),Cat,Domestic Shorthair,American Shorthair,98102
June 01 2020,8018457,Toms,Cat,American Shorthair,,98102
June 01 2020,8018458,Nox,Cat,American Shorthair,,98102
June 02 2020,S153534,Jester,Cat,Domestic Shorthair,Mix,98115
June 02 2020,8018469,Alya,Cat,Domestic Shorthair,Mix,98108
June 02 2020,284560,Torti,Cat,Domestic Shorthair,,98115
June 02 2020,284569,Calico,Cat,Domestic Shorthair,,98115
June 02 2020,S148999,Zar,Cat,Domestic Longhair,Mix,98116
June 03 2020,8018483,Bruno,Cat,Domestic Shorthair,,98119
June 03 2020,353280,Maeve,Cat,Domestic Shorthair,,98103
June 03 2020,S140078,Gracie,Cat,Domestic Medium Hair,Mix,98112
June 03 2020,8018488,Lily,Cat,Domestic Shorthair,Mix,98122
June 03 2020,349658,Tulip,Cat,Domestic Shorthair,,98115
June 03 2020,349640,Hermes,Cat,Domestic Shorthair,,98115
June 03 2020,S144092,Cleo,Cat,Domestic Shorthair,,98115
June 03 2020,S145202,Jemima,Cat,Domestic Longhair,Mix,98126
June 03 2020,360309,Bentley,Cat,Domestic Longhair,,98108
June 03 2020,S151472,Midnight,Cat,Domestic Longhair,,98144
June 03 2020,346602,Elsa,Cat,Domestic Shorthair,,98133
June 03 2020,444373,Gia,Cat,Domestic Medium Hair,,98101
June 03 2020,S116356,Gina,Cat,Domestic Shorthair,,98102
June 03 2020,360194,Solomon,Cat,Domestic Shorthair,,98101
June 03 2020,350839,Sookie,Cat,Siamese,,98115
June 03 2020,353434,Samantha Olive Harrington,Cat,Domestic Longhair,,98112
June 03 2020,S143789,Gizmo,Cat,Domestic Shorthair,Mix,98109
June 04 2020,S144646,Lynx,Cat,American Bobtail,,98144
June 04 2020,S144271,Tom,Cat,Domestic Shorthair,,98103
June 04 2020,S144270,Ginger,Cat,Domestic Longhair,,98103
June 04 2020,S134582,Tormund,Cat,Domestic Shorthair,Mix,98115
June 04 2020,S106271,Furiosa,Cat,Domestic Shorthair,Siamese,98125
June 04 2020,S106272,Harley,Cat,Domestic Shorthair,Mix,98125
June 04 2020,273360,Athena,Cat,Siamese,Domestic Shorthair,98125
June 04 2020,353314,Sky,Cat,Siamese,Mix,98103
June 04 2020,353315,Saba,Cat,Siamese,Mix,98103
June 04 2020,8018527,Renly,Cat,Domestic Shorthair,Mix,98115
June 04 2020,S144072,Newton,Cat,Domestic Shorthair,,98103
June 04 2020,8018534,Gertie,Cat,Domestic Shorthair,Mix,98144
June 04 2020,8018535,Bing,Cat,American Shorthair,Mix,98144
June 04 2020,351208,Tommy,Cat,Domestic Shorthair,,98112
June 04 2020,351207,Timmy,Cat,Domestic Shorthair,,98112
June 04 2020,8018537,Anju,Cat,American Shorthair,Mix,98109
June 04 2020,353127,Venus,Cat,Domestic Shorthair,,98103
June 04 2020,S154740,Tribeca,Cat,Domestic Shorthair,Mix,98117
June 04 2020,S154738,Jamaica,Cat,Domestic Shorthair,Mix,98117
June 04 2020,S154739,Bronxy,Cat,Domestic Shorthair,Mix,98117
June 04 2020,S154742,Thena,Cat,Domestic Shorthair,Mix,98119
June 04 2020,S154743,Muffins McJaggar,Cat,Domestic Shorthair,Mix,98121
June 04 2020,S154744,Archie,Cat,Domestic Shorthair,Mix,98103
June 04 2020,S134541,Bennie,Cat,Domestic Shorthair,Mix,98101
June 04 2020,S134542,Jett,Cat,Domestic Shorthair,Mix,98101
June 04 2020,8018560,Omar,Cat,Domestic Shorthair,Mix,98199
June 05 2020,8018565,Lady,Cat,Domestic Longhair,Mix,98107
June 05 2020,353268,Mitzy,Cat,Domestic Shorthair,Mix,98122
June 05 2020,282465,Treasure,Cat,Domestic Shorthair,,98117
June 05 2020,8018570,Dexter,Cat,Domestic Shorthair,Mix,98107
June 05 2020,8018577,Martha,Cat,Domestic Shorthair,Mix,98105
June 05 2020,S134545,Queen Clarion,Cat,Domestic Shorthair,Mix,98102
June 05 2020,S144808,Louie,Cat,Domestic Shorthair,,98116
June 05 2020,8018591,Pony,Cat,Domestic Shorthair,Mix,98116
June 05 2020,8018592,Della,Cat,Domestic Shorthair,Mix,98116
June 05 2020,8018595,Koa,Cat,Domestic Shorthair,Mix,98105
June 05 2020,8018598,Rex,Cat,Domestic Shorthair,,98116
June 05 2020,8018599,Will,Cat,Domestic Shorthair,,98116
June 06 2020,S109434,Bengal Billy,Cat,Bengal,,98199
June 06 2020,586775,Cinders,Cat,Domestic Medium Hair,,98102
June 06 2020,586776,Smolder,Cat,Domestic Medium Hair,,98102
June 06 2020,586778,Sooty,Cat,Domestic Medium Hair,,98102
June 06 2020,360290,Leo,Cat,Domestic Shorthair,,98102
June 06 2020,586777,Matches,Cat,Siamese,Domestic Shorthair,98102
June 06 2020,284511,Gustaphina,Cat,Domestic Shorthair,,98102
June 06 2020,S154158,Delilah,Cat,Domestic Shorthair,Mix,98107
June 06 2020,353451,Takishido,Cat,Domestic Medium Hair,,98144
June 06 2020,8018613,Pigeon Warren,Cat,Domestic Shorthair,Mix,98108
June 06 2020,8018614,Bert Warren,Cat,Domestic Shorthair,Mix,98108
June 06 2020,S154162,Pixie,Cat,Domestic Shorthair,Mix,98103
June 06 2020,S154161,Jynx,Cat,Domestic Shorthair,Mix,98103
June 06 2020,140497,Mandy,Cat,Domestic Shorthair,,98115
June 06 2020,353042,Miss Alissa,Cat,Domestic Longhair,Maine Coon,98103
June 06 2020,353070,Sweetie,Cat,British Shorthair,,98101
June 06 2020,8018620,Parker,Cat,Mix,Mix,98107
June 06 2020,133879,Ally,Cat,Domestic Medium Hair,,98118
June 06 2020,S118584,Monster,Cat,American Curl,,98121
June 06 2020,S118585,The Machine,Cat,American Shorthair,,98121
June 07 2020,S154253,Grimlock,Cat,Domestic Shorthair,Mix,98117
June 07 2020,S154252,Phoebe,Cat,Domestic Shorthair,Mix,98107
June 07 2020,346629,Noni,Cat,Domestic Shorthair,,98136
June 07 2020,349649,Syliva,Cat,Domestic Shorthair,,98108
June 07 2020,S117148,Ysha,Cat,Domestic Shorthair,,98122
June 07 2020,351099,Sandy,Cat,Siamese,Domestic Medium Hair,98103
June 07 2020,351100,Starbuck,Cat,Domestic Medium Hair,,98103
June 07 2020,8004483,Snickers,Cat,Domestic Shorthair,Mix,98116
